EMPLOYER_KEY,EMPLOYER_NAME,Certified_LCAs,New_Employment_Approval,Most_Common_SOC,Median_Prevailing_Wage_Level,Median_Annualized_Prevailing_Wage
theuniversityoftexashealthsciencecenterathouston,The University of Texas Health Science Center at Houston,38,27,"Medical Scientists, Except Epidemiologists",I,60830
tiktokusdatasecurity,TikTok U.S. Data Security,73,27,Software Developers,II,128419
americanairlines,American Airlines,108,26,Software Developers,II,105997
analogdevices,Analog Devices,60,26,"Electronics Engineers, Except Computer",II,111405
beringstraitschooldistrict,Bering Strait School District,26,26,"Elementary School Teachers, Except Special Education",I,59890
dellproductslp,Dell Products L.P,59,26,Software Developers,IV,136989
georgetownuniversity,Georgetown University,40,26,Bioinformatics Scientists,I,62370
strategicsystems,Strategic Systems,26,26,Software Developers,II,96376.5
tavanttechnologies,TAVANT TECHNOLOGIES,51,26,Software Developers,III,127433
therockefelleruniversity,The Rockefeller University,35,26,"Medical Scientists, Except Epidemiologists",I,59530
universityofmassachusettschanmedicalschool,University of Massachusetts Chan Medical School,41,26,"Biological Scientists, All Other",I,53914
universityofnotredamedulac,University of Notre Dame du Lac,32,26,"Mathematical Science Teachers, Postsecondary",I,55455
adventisthealthsystemsunbelt,Adventist Health System/Sunbelt,52,25,"Healthcare Diagnosing or Treating Practitioners, All Other",II,67995
alberteinsteincollegeofmedicine,Albert Einstein College of Medicine,38,25,Biochemists and Biophysicists,II,65000
discoverproducts,Discover Products,95,25,Data Scientists,III,116334
globalfoundriesus,GlobalFoundries U.S.,28,25,Industrial Engineers,IV,103877.5
htcglobalservices,HTC GLOBAL SERVICES,135,25,Software Developers,II,98862
kpmgllp,KPMG LLP,147,25,Accountants and Auditors,III,118810
ogradypeytoninternational,O'Grady Peyton International,8,25,Medical and Clinical Laboratory Technologists,I,44470
safeway,Safeway,117,25,Software Developers,IV,149781
universityofbaltimore,University of Baltimore,1,25,Web Administrators,NA,84000
universityofmarylandbaltimore,University of Maryland Baltimore,35,25,Biochemists and Biophysicists,I,69098
usbanknationalassociation,U.S. BANK NATIONAL ASSOCIATION,421,25,Software Developers,III,126088
wiprolimited,WIPRO LIMITED,754,25,Computer Programmers,II,89253
akamaitechnologies,Akamai Technologies,94,24,Software Developers,III,147846
borusgaoboaugustauniversity,BOR USGA obo Augusta University,22,24,"Medical Scientists, Except Epidemiologists",I,56368
brownuniversity,Brown University,49,24,Molecular and Cellular Biologists,II,65499
chewy,Chewy,115,24,Software Developers,III,126360
dbusacorecorporation,DB USA Core Corporation,91,24,Software Quality Assurance Analysts and Testers,III,108888
deerecompany,Deere & Company,61,24,Software Developers,III,112008
klacorporation,KLA Corporation,149,24,Mechanical Engineers,II,128690
marshfieldclinic,Marshfield Clinic,33,24,"Physicians, All Other",II,201739
oregonhealthandscienceuniversity,Oregon Health and Science University,1,24,"Ophthalmologists, Except Pediatric",IV,176238
oregonhealthscienceuniversity,Oregon Health & Science University,62,24,Biochemists and Biophysicists,II,77188.92000000001
peopletechgroup,People Tech Group,198,24,Software Developers,II,108098
sonyinteractiveentertainment,SONY INTERACTIVE ENTERTAINMENT,120,24,Software Developers,III,137259
standardcharteredbank,Standard Chartered Bank,9,24,Regulatory Affairs Specialists,IV,115731
stateuniversityofnewyorkatbinghamton,State University of New York at Binghamton,5,24,"Biological Scientists, All Other",NA,55151
theuniversityoftennesseehealthsciencecenter,The University of Tennessee Health Science Center,36,24,Biochemists and Biophysicists,I,53830.4
wspusa,WSP USA,45,24,Civil Engineers,III,100298
adptechnologyservices,ADP Technology Services,212,23,Software Developers,III,127504
adptechnologyservices9063881,ADP Technology Services. 9063881,1,23,Software Developers,IV,179982
coforgelimited,Coforge Limited,129,23,Computer Systems Analysts,III,106184
districtofcolumbiapublicschools,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,54,23,"Elementary School Teachers, Except Special Education",I,56790
evercorepartnersserviceseast,EVERCORE PARTNERS SERVICES EAST,21,23,Financial and Investment Analysts,IV,176571
hdrengineering,HDR Engineering,28,23,Civil Engineers,III,118269
hewlettpackardenterprisecompany,Hewlett Packard Enterprise Company,334,23,Computer Systems Engineers/Architects,III,132579
memphisshelbycountyschools,Memphis-Shelby County Schools,21,23,"Secondary School Teachers, Except Special and Career/Technical Education",II,53523
shelbycountyschools,Shelby County Schools,3,23,"Secondary School Teachers, Except Special and Career/Technical Education",II,53523
sinaihospitalofbalitmore,Sinai Hospital of Balitmore,1,23,Registered Nurses,II,81328
sinaihospitalofbaltimore,Sinai Hospital of Baltimore,11,23,Registered Nurses,II,81328
twosigmainvestmentslp,"TWO SIGMA INVESTMENTS, LP",36,23,Software Developers,III,151819
vibrantinfotech,VIBRANT INFOTECH,3,23,Software Developers,II,105997
yalenewhavenhospital,Yale New Haven Hospital,24,23,"Physicians, All Other",I,76902
cloudflare,CLOUDFLARE,29,22,Software Developers,III,144144
forthrightsoft,Forthright Soft,8,22,Software Developers,II,108826
grandisonmanagement,Grandison Management,99,22,Physical Therapists,I,72363.2
tatatechnologies,Tata Technologies,40,22,Mechanical Engineers,II,89898
texasamagriliferesearch,Texas A&M AgriLife Research,31,22,Soil and Plant Scientists,I,51438
texasinstrumentsincorporated,Texas Instruments Incorporated,60,22,Electrical Engineers,III,126547
ucsantabarbara,UC Santa Barbara,1,22,Biological Technicians,NA,79500
universityofcaliforniaatsantabarbara,University of California at Santa Barbara,34,22,Computer Systems Analysts,II,77216.5
universityofmississippi,University of Mississippi,27,22,"Foreign Language and Literature Teachers, Postsecondary",I,44910
bibbcountyschooldistrict,Bibb County School District,10,21,"Middle School Teachers, Except Special and Career/Technical Education",II,52640
cubistsystematicstrategies,Cubist Systematic Strategies,15,21,Financial Quantitative Analysts,IV,164174
eatoncorporation,Eaton Corporation,15,21,Electrical Engineers,IV,113173
generalmotors,General Motors,368,21,Software Developers,III,117842.5
maplebear,Maplebear,39,21,Software Developers,IV,176134
mercyhealthstvincentmedicalcenter,Mercy Health - St. Vincent Medical Center,3,21,"Physicians, All Other",NA,70440
prodaptnorthamerica,Prodapt North America,27,21,Software Developers,I,84094
stbarnabashospital,ST. BARNABAS HOSPITAL,33,21,"Physicians, All Other",NA,76343
themetrohealthsystem,THE METROHEALTH SYSTEM,13,21,"Pediatricians, General",II,72087
thescrippsresearchinstitute,The Scripps Research Institute,20,21,Biochemists and Biophysicists,II,70990
tuftsuniversity,Tufts University,43,21,"Health Specialties Teachers, Postsecondary",II,79470
unitedwholesalemortgage,United Wholesale Mortgage,42,21,Software Developers,III,114691
veevasystems,Veeva Systems,22,21,Software Developers,IV,139880
waynestateuniversity,WAYNE STATE UNIVERSITY,36,21,"Medical Scientists, Except Epidemiologists",I,55156.41
autodesk,Autodesk,83,20,Software Developers,IV,141669
cognier,Cognier,4,20,Software Developers,II,86653
dishnetwork,DISH Network,40,20,Software Developers,II,112944
dishnetworkllc,Dish Network L.L.C,2,20,Accountants and Auditors,II,74651
eurofinslancasterlaboratoriesprofessionalscientificservices,Eurofins Lancaster Laboratories Professional Scientific Services,9,20,Chemists,I,65333
genesishealthsystem,Genesis Health System,6,20,Hospitalists,II,68182.40000000001
hitachidigitalservices,Hitachi Digital Services,59,20,Software Developers,II,105997
honeywellinternational,Honeywell International,77,20,Software Developers,III,127504
stateuniversityofnewyorkatbuffalo,STATE UNIVERSITY OF NEW YORK AT BUFFALO,25,20,"Health Specialties Teachers, Postsecondary",NA,57899
stateuniversityofnewyorkatstonybrook,State University of New York at Stony Brook,16,20,"Physics Teachers, Postsecondary",NA,57899
theuniversityoftennessee,The University of Tennessee,34,20,"Business Teachers, Postsecondary",I,62878
trusteesofdartmouthcollege,Trustees of Dartmouth College,22,20,Bioengineers and Biomedical Engineers,I,63420
universityofcentralflorida,UNIVERSITY OF CENTRAL FLORIDA,20,20,Astronomers,I,53800
universityofnorthdakota,University of North Dakota,25,20,"Engineering Teachers, Postsecondary",I,61310
universityoftexashealthsciencecenteratsanantonio,University of Texas Health Science Center at San Antonio,35,20,Molecular and Cellular Biologists,II,54080
upstatecerebralpalsy,UPSTATE CEREBRAL PALSY,21,20,Rehabilitation Counselors,I,39145.6
3iinfotech,3i INFOTECH,35,19,Software Developers,II,86923
affirm,Affirm,48,19,Software Developers,III,147233
alixpartnersllp,"AlixPartners, LLP",28,19,Management Analysts,IV,128169.5
auburnuniversity,Auburn University,29,19,Animal Scientists,I,67870
blackstone,Blackstone,26,19,Financial and Investment Analysts,III,146141
charlesschwabcompany,Charles Schwab & Company,311,19,Software Developers,IV,132267
cosmichealthcare,Cosmic Healthcare,14,19,Medical and Clinical Laboratory Technologists,I,42452.8
decisionsix,Decision Six,22,19,Software Developers,II,105206
ingrammicro,Ingram Micro,37,19,Information Technology Project Managers,IV,130957
innovasolutions,INNOVA SOLUTIONS,144,19,Software Developers,II,113952.8
itechmatics,ITECHMATICS,5,19,Software Developers,I,84094
massachusettsgeneralphysiciansorganization,Massachusetts General Physicians Organization,48,19,"Physicians, All Other",II,96692
massachusettsgeneralphysiciansorganizationmgpomassachusettsgeneralhospitalmgh,Massachusetts General Physicians Organization. (MGPO)/Massachusetts General Hospital (MGH),8,19,Radiologists,I,239200
mejentasystems,Mejenta Systems,11,19,Software Developers,II,97157
modernatx,ModernaTX,31,19,Biochemists and Biophysicists,III,119413
quantumintegratorsgroup,Quantum Integrators Group,28,19,Software Developers,II,101296
skyworkssolutions,Skyworks Solutions,46,19,"Electronics Engineers, Except Computer",III,123718
tataelxsilimited,Tata Elxsi Limited,9,19,Software Developers,II,98800
tataelxsiltd,Tata Elxsi Ltd,4,19,Software Developers,II,91281
thesphereinstitute,The Sphere Institute,29,19,Social Science Research Assistants,II,71427
theuniversityofarizona,The University of Arizona,41,19,"Medical Scientists, Except Epidemiologists",I,60590
theuniversityofvermont,The University of Vermont,21,19,"Agricultural Sciences Teachers, Postsecondary",I,55550
universityofarizona,University of Arizona,10,19,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",II,79747
universityofdelaware,UNIVERSITY OF DELAWARE,35,19,"Business Teachers, Postsecondary",I,89666
universityofwyoming,University of Wyoming,18,19,"Health Specialties Teachers, Postsecondary",I,56305.5
voltinformationsciences,VOLT INFORMATION SCIENCES,1,19,Software Developers,III,151548.8
waymo,Waymo,146,19,Software Developers,II,172931
zifotechnologies,ZIFO TECHNOLOGIES,32,19,Bioinformatics Scientists,II,94525.6
airbusamericas,Airbus Americas,6,18,Aerospace Engineers,II,96002.5
aptivusservicesgeneralpartnership,Aptiv US Services General Partnership,30,18,Software Developers,III,112684
brightfonts,BRIGHTFONTS,5,18,Software Developers,I,84094
catalentpharmasolutions,Catalent Pharma Solutions,26,18,Validation Engineers,III,96206
childrensnationalmedicalcenter,Children's National Medical Center,35,18,Bioinformatics Scientists,II,68536
confluent,Confluent,55,18,Software Developers,III,163862
cookcountyhealth,Cook County Health,18,18,"Physicians, All Other",III,69284.5
coursera,Coursera,6,18,Software Developers,IV,181698
deshawcolp,"D. E. Shaw & Co., L.P",16,18,Software Developers,I,95493
independentschooldistrictnumber623,Independent School District Number 623,21,18,"Special Education Teachers, Elementary School",NA,69313
jacksonparkhospitalfoundation,JACKSON PARK HOSPITAL FOUNDATION,23,18,Critical Care Nurses,I,71240
jacobsengineeringgroup,Jacobs Engineering Group,26,18,Civil Engineers,II,94973
jacobsengineeringny,JACOBS ENGINEERING NY,1,18,Environmental Engineers,IV,136739
janestreetgroup,Jane Street Group,4,18,Software Developers,III,167356.5
presbyterianhealthcareservices,Presbyterian Healthcare Services,62,18,"Physicians, All Other",II,108222
purestorage,PURE STORAGE,75,18,Software Developers,III,179171
researchfoundationofcuny,Research Foundation of CUNY,22,18,Biochemists and Biophysicists,I,64709
safecodesofttechnologies,SAFE CODE SOFT TECHNOLOGIES,20,18,Software Developers,II,93142
sanjoseunifiedschooldistrict,San Jose Unified School District,36,18,"Special Education Teachers, Secondary School",NA,70000
scadeasolutions,SCADEA SOLUTIONS,5,18,Software Developers,I,95493
siriconsultancyservices,Siri Consultancy Services,7,18,Software Developers,II,103418
tencentamerica,Tencent America,2,18,Computer and Information Research Scientists,III,209040
thebankofnewyorkmellon,The Bank of New York Mellon,54,18,Software Developers,IV,132585
ubssecurities,UBS Securities,27,18,Financial Quantitative Analysts,IV,164174
unisoftsolutions,Unisoft Solutions,14,18,Software Developers,II,105601.5
universityhospitalsclevelandmedicalcenter,University Hospitals Cleveland Medical Center,15,18,"Physicians, All Other",II,66560
universityofconnecticut,University of Connecticut,20,18,"Mechanical Engineers, R&D",I,60000
universityofhawaii,University of Hawaii,20,18,"Business Teachers, Postsecondary",NA,74210
universityofhouston,University of Houston,31,18,Computer and Information Research Scientists,I,61922
universityofmarylandbaltimorecounty,"University of Maryland, Baltimore County",24,18,Physicists,I,64210
universityoftexasmedicalbranch,University of Texas Medical Branch,29,18,Biochemists and Biophysicists,II,62442
whitecasellp,White & Case LLP,74,18,Lawyers,II,118664
zsassociates,ZS Associates,123,18,Information Technology Project Managers,III,112965
argyllinfotech,ARGYLL INFO TECH,3,17,Software Developers,I,85363
asmamerica,ASM AMERICA,27,17,Materials Engineers,III,109117
attservices,AT&T SERVICES,329,17,Software Developers,IV,136136
baincompany,BAIN & COMPANY,35,17,Management Analysts,III,131706
barclayscapital,Barclays Capital,20,17,Financial and Investment Analysts,III,156821.5
bayerresearchanddevelopmentservices,Bayer Research and Development Services,9,17,Software Developers,IV,112632
citadelenterpriseamericasservices,CITADEL ENTERPRISE AMERICAS SERVICES,18,17,Software Developers,II,123656
cortevaagriscience,Corteva Agriscience,12,17,Data Scientists,IV,117759
creativesynergiesgroup,"CREATIVE SYNERGIES GROUP.,",2,17,Mechanical Engineers,II,86788
dellmarketinglp,Dell Marketing L.P,24,17,Market Research Analysts and Marketing Specialists,IV,136989
fmr,FMR,13,17,Information Security Analysts,III,124426
fmrdbafidelityinvestments,FMR d/b/a Fidelity Investments,14,17,Information Security Analysts,III,125122.5
gileadsciences,Gilead Sciences,167,17,Computer and Information Systems Managers,III,136157
