instnm,ein
Cayuga County Community College,156007451
Cayuga Onondaga BOCES-Practical Nursing Program,156008079
CBD College,954579025
CBT Technology Institute-Cutler Bay,650070629
CBT Technology Institute-Hialeah,650070629
CBT Technology Institute-Main Campus,650070629
CCI Training Center-Arlington,752389575
CDE Career Institute,821287602
Cecil College,520908863
Cedar Crest College,231365953
Cedarville University,310536647
Celebrity Barber School,271796480
Celebrity School of Beauty,651004771
Celebrity Stylist Beauty School,271796480
CEM College-Humacao,660377342
CEM College-San Juan,660377342
Centenary College of Louisiana,720408915
Centenary University,221500484
Center for Advanced Legal Studies,742062173
Center for Advanced Studies On Puerto Rico and the Caribbean,660380848
Center for Allied Health Education,204885940
Center for Instruction  Technology & Innovation,156002506
Center for Massage,562099572
Center for Neurosomatic Studies,462244090
Center for the Healing Arts,842125656
Center for Ultrasound Research & Education,223969785
Centra College,540715569
Central Alabama Community College,631022757
Central Arizona College,860180838
Central Baptist College,710349638
Central California School of Continuing Education,942800422
Central Carolina Community College,560794261
Central Carolina Technical College,570425905
Central Christian College of Kansas,480577656
Central Christian College of the Bible,430743910
Central Coast College,271254797
Central College,420680344
Central College of Cosmetology,431519616
Central Community College,470494188
Central Connecticut State University,61303381
Central Georgia Technical College,581839434
Central Lakes College-Brainerd,416007162
Central Louisiana Technical Community College,272961167
Central Maine Community College,10416015
Central Methodist University-College of Graduate and Extended Studies,430654854
Central Methodist University-College of Liberal Arts and Sciences,430654854
Central Michigan University,386004447
Central New Mexico Community College,850172915
Central Ohio Technical College,310802020
Central Oklahoma College,730976137
Central Oregon Community College,930505827
Central Penn College,231857027
Central Pennsylvania Diesel Institute,471984621
Central Pennsylvania Institute of Science and Technology,251158058
Central Piedmont Community College,560797174
Central School of Practical Nursing,340873175
Central School of Practical Nursing,546001460
Central State University,316056634
Central Susquehanna Intermediate Unit LPN Career,231743451
Central Technology Center,730769525
Central Texas Beauty College-Round Rock,742668401
Central Texas Beauty College-Temple,742668401
Central Texas College,741539003
Central Valley Barber College,824596271
Central Virginia Community College,8170630
Central Washington University,916000618
Central Wyoming College,830206286
Central Yeshiva Beth Joseph,111715786
Central Yeshiva Tomchei Tmimim Lubavitz,111797166
Centralia Beauty College,203138051
Centralia College,916072664
Centre College,610444671
Centura College-Newport News,541058176
Centura College-Norfolk,541058176
Centura College-Richmond Main,541058176
Centura College-Virginia Beach,541058176
Century College,411687554
Century College,660517327
Cerritos College,956005521
Cerro Coso Community College,956006644
CES College,954506631
CET-Alexandria,941658311
CET-Coachella,941658311
CET-Colton,941658311
CET-El Centro,941658311
CET-El Paso,941658311
CET-Oxnard,941658311
CET-Salinas,941658311
CET-San Diego,941658311
CET-San Jose,941658311
CET-Santa Maria,941658311
CET-Soledad,941658311
CET-Watsonville,941658311
Chabot College,941670563
Chadron State College,611573095
Chaffey College,956000558
Chamberlain University-Administrative Office,202452410
Chamberlain University-Arizona,202452410
Chamberlain University-California,202452410
Chamberlain University-Florida,202452410
Chamberlain University-Georgia,202452410
Chamberlain University-Illinois,202452410
Chamberlain University-Indiana,202452410
Chamberlain University-Louisiana,202452410
Chamberlain University-Michigan,202452410
Chamberlain University-Missouri,202452410
Chamberlain University-Nevada,202452410
Chamberlain University-New Jersey,202452410
Chamberlain University-North Carolina,202452410
Chamberlain University-Ohio,202452410
Chamberlain University-Texas,202452410
Chamberlain University-Virginia,202452410
Chaminade University of Honolulu,990272261
Champ's Barber School,204624540
Champ's Barber School-Lebanon,204624540
Champion Beauty College,760636505
Champion Christian College,473013519
Champlain College,30220266
Chancellor Institute,461786307
Chandler-Gilbert Community College,860185552
Chapman University,951643992
Charles A Jones Career and Education Center,946002491
Charles and Sues School of Hair Design,741929241
Charles H McCann Technical School,46006561
Charles of Italy Beauty College,860409030
Charles R Drew University of Medicine and Science,956151774
Charles Stuart School of Diamond Setting,112765492
Charleston Cosmetology Institute,570872031
Charleston School of Beauty Culture,550585978
Charleston School of Law,43760895
Charleston Southern University,570474291
Charlie's Guard-Detective Bureau and Academy Inc,660556146
Charlotte Christian College and Theological Seminary,561995933
Charlotte Technical College,596000539
Charter College,550880289
Charter Oak State College,61425662
Charzanne Beauty College,874465780
Chatham University,250717890
Chattahoochee Technical College,581788754
Chattahoochee Valley Community College,630657380
Chattanooga College Medical Dental and & Technical Careers,620800222
Chattanooga State Community College,620725362
Cheeks Beauty Academy,840928083
Cheeks Beauty Academy,840928083
Chemeketa Community College,930585134
Chesapeake College,520824728
Chester Career College,541836928
Chester County Intermediate Unit,236003597
Chestnut Hill College,231352626
Cheyney University of Pennsylvania,232478688
CHI Health School of Radiologic Technology,470376615
Chicago Professional Center,481253984
Chicago State University,362580815
Chicago Theological Seminary,362167014
Chief Dull Knife College,810351900
Chipola College,596004084
Chippewa Valley Technical College,391096972
Chisholm Trail Technology Center,731315383
Choffin Career  and Technical Center,346003190
Chowan University,560554199
Chris Beauty College,640610017
Christ Mission College,237251666
Christian Brothers University,620476666
Christian Theological Seminary,351045939
Christina and Company Education Center,352091022
Christine Valmy International School for Esthetics  Skin Care & Makeup,222232055
Christine Valmy International School of Esthetics & Cosmetology,223054150
Christopher Newport University,540701501
Church Divinity School of the Pacific,941156508
Cincinnati College of Mortuary Science,316064854
Cincinnati School of Barbering & Hair Design,310627502
Cincinnati State Technical and Community College,310784054
Cinta Aveda Institute,274678255
Circle in the Square Theatre School,133716314
Cisco College,751164343
Citadel Military College of South Carolina,576000217
Citizens School of Nursing,251875178
Citrus College,956006670
Citrus Heights Beauty College,942708222
City College of San Francisco,941721925
City College-Altamonte Springs,844864579
City College-Hollywood,844864579
City Colleges of Chicago-Harold Washington College,362606236
City Colleges of Chicago-Harry S Truman College,362606236
City Colleges of Chicago-Kennedy-King College,362606230
City Colleges of Chicago-Malcolm X College,362606236
City Colleges of Chicago-Olive-Harvey College,362606236
City Colleges of Chicago-Richard J Daley College,362606236
City Colleges of Chicago-Wilbur Wright College,362606236
City Pointe Beauty Academy,263074686
City University of Seattle,237421224
City Vision University,680492427
Clackamas Community College,930555710
Claflin University,570314374
Claremont Graduate University,951664100
Claremont Lincoln University,451171945
Claremont McKenna College,951664101
Claremont School of Theology,951904355
Clarendon College,756055652
Clark Atlanta University,581825259
Clark College,910824167
Clark State College,310734597
Clark University,42111203
Clarke University,420680408
Clarks Summit University,150543962
Clarksburg Beauty Academy and School of Massage Therapy,550564650
Clarkson College,363649217
Clarkson University,150543659
Clary Sage College,472654761
Clatsop Community College,930505508
Clayton  State University,581048855
Clear Creek Baptist Bible College,616002351
Clearfield County Career and Technology Center,251154028
Cleary University,381393841
Clemson University,576000254
Cleveland Clinic Health System-School of Diagnostic Imaging,340714616
Cleveland Community College,560848556
Cleveland Institute of Art,340714334
Cleveland Institute of Music,340714460
Cleveland State Community College,620762876
Cleveland State University,340966056
Cleveland University-Kansas City,446000294
Clinton College,570387830
Clinton Community College,142981033
Clinton Essex Warren Washington BOCES,146004054
Clinton Technical School,446001380
Cloud County Community College,480732624
Clover Park Technical College,911523641
Clovis Adult Education,942840774
Clovis Community College,850390140
Clovis Community College,941574802
Cloyd's Barber School 2 Inc,721289882
Cloyd's Beauty School 1 Inc,721289885
Cloyd's Beauty School 3 Inc,721289883
Coachella Valley Beauty College,800514555
Coachella Valley Beauty College-Hemet,800514555
Coahoma Community College,640437624
Coalinga College,770323447
Coast Community College District Office,956002272
